Phone_ID,Brand,RAM_GB,Storage_GB,Screen_Size,Price_USD,Battery_mAh,OS,Rating,Quantity_Sold,Sales_Revenue,Profit,Profit_Per_Unit
362,google,8,1024,6.17,908.0,3246.0,android,3.3,128,116224.0,29056.0,227.0
363,google,4,1024,7.0,909.0,3729.0,android,3.0,229,208161.0,52040.25,227.25
364,samsung,12,1024,5.45,1243.0,5420.0,android,4.6,212,263516.0,65879.0,310.75
365,huawei,16,64,5.27,759.0,3416.0,android,4.6,251,190509.0,47627.25,189.75
366,google,4,128,7.21,1168.0,4054.0,android,3.3,63,73584.0,18396.0,292.0
367,xiaomi,12,512,5.86,1353.0,3367.0,android,4.5,396,535788.0,133947.0,338.25
368,oneplus,6,1024,6.71,1355.0,5606.0,android,3.9,295,399725.0,99931.25,338.75
370,oneplus,16,256,6.73,1277.0,5631.0,android,4.2,148,188996.0,47249.0,319.25
371,google,12,1024,5.79,1089.0,3838.0,ios,3.4,82,89298.0,22324.5,272.25
372,google,8,512,5.14,992.0,3417.0,ios,4.5,485,481120.0,120280.0,248.0
374,xiaomi,6,256,5.6,1181.0,3820.0,android,4.9,83,98023.0,24505.75,295.25
375,apple,8,512,5.97,1438.0,4421.0,android,3.1,68,97784.0,24446.0,359.5
376,samsung,12,1024,5.2,1001.0,3682.0,android,4.2,201,201201.0,50300.25,250.25
377,apple,16,64,5.37,242.0,3255.0,ios,4.8,309,74778.0,18694.5,60.5
379,apple,8,512,5.22,1353.0,3837.0,android,4.0,126,170478.0,42619.5,338.25
380,xiaomi,6,512,7.28,549.0,5962.0,android,3.7,363,199287.0,49821.75,137.25
381,huawei,12,256,5.02,1329.0,5282.0,android,4.2,465,617985.0,154496.25,332.25
382,apple,6,128,6.21,1111.0,3552.0,android,3.5,186,206646.0,51661.5,277.75
383,huawei,4,64,5.31,200.0,3180.0,ios,3.1,408,81600.0,20400.0,50.0
384,apple,8,1024,5.77,783.0,3156.0,android,4.3,257,201231.0,50307.75,195.75
385,xiaomi,6,1024,7.32,631.0,4477.0,android,3.8,291,183621.0,45905.25,157.75
386,apple,12,128,5.4,252.0,3570.0,ios,4.2,116,29232.0,7308.0,63.0
387,apple,12,512,7.41,1139.0,3856.0,android,3.4,165,187935.0,46983.75,284.75
389,samsung,12,1024,6.85,1337.0,4727.0,android,4.1,251,335587.0,83896.75,334.25
390,samsung,16,1024,6.37,346.0,4047.0,android,4.2,425,147050.0,36762.5,86.5
391,samsung,16,512,7.21,1389.0,4496.0,android,3.7,299,415311.0,103827.75,347.25
392,xiaomi,16,128,6.38,1362.0,4423.0,android,3.6,495,674190.0,168547.5,340.5
393,huawei,4,64,6.34,828.0,5995.0,android,3.5,491,406548.0,101637.0,207.0
394,google,6,128,5.49,498.0,3591.0,android,3.3,327,162846.0,40711.5,124.5
395,apple,4,128,5.42,1499.0,5181.0,android,3.7,161,241339.0,60334.75,374.75
396,apple,12,64,7.29,988.0,3420.0,android,3.4,380,375440.0,93860.0,247.0
397,xiaomi,4,64,5.82,1049.0,5260.0,android,4.3,283,296867.0,74216.75,262.25
398,apple,12,1024,5.93,377.0,5947.0,android,4.1,225,84825.0,21206.25,94.25
399,samsung,12,1024,6.9,1041.0,5529.0,android,3.8,441,459081.0,114770.25,260.25
400,google,8,64,5.85,1377.0,3347.0,android,3.7,192,264384.0,66096.0,344.25
401,oneplus,16,256,7.38,1424.0,3165.0,android,3.5,81,115344.0,28836.0,356.0
402,apple,12,1024,6.84,1077.0,3936.0,android,4.1,230,247710.0,61927.5,269.25
403,samsung,8,256,6.49,1338.0,3347.0,android,4.8,116,155208.0,38802.0,334.5
404,oneplus,16,64,7.2,958.0,5896.0,android,4.4,53,50774.0,12693.5,239.5
406,oneplus,12,128,5.64,644.0,3582.0,android,4.7,318,204792.0,51198.0,161.0
409,huawei,16,256,6.86,344.0,3307.0,android,4.2,90,30960.0,7740.0,86.0
410,oneplus,12,64,7.3,474.0,5845.0,ios,3.4,170,80580.0,20145.0,118.5
411,xiaomi,6,64,6.06,708.0,5766.0,android,4.1,324,229392.0,57348.0,177.0
412,oneplus,4,1024,5.86,1402.0,5513.0,android,4.5,280,392560.0,98140.0,350.5
413,apple,16,1024,7.4,952.0,3098.0,android,4.6,353,336056.0,84014.0,238.0
414,apple,12,1024,6.11,676.0,4265.0,android,3.6,135,91260.0,22815.0,169.0
416,xiaomi,6,1024,5.88,1327.0,5657.0,android,4.2,453,601131.0,150282.75,331.75
417,samsung,16,64,7.27,1298.0,3553.0,ios,4.6,241,312818.0,78204.5,324.5
419,huawei,4,128,6.91,865.0,5967.0,android,5.0,80,69200.0,17300.0,216.25
420,google,6,1024,7.03,767.0,5274.0,android,3.0,379,290693.0,72673.25,191.75
421,huawei,16,512,5.85,730.0,5470.0,android,3.9,195,142350.0,35587.5,182.5
422,apple,6,128,6.08,358.0,5290.0,android,3.5,156,55848.0,13962.0,89.5
423,apple,4,64,7.12,880.0,5577.0,android,3.2,408,359040.0,89760.0,220.0
424,huawei,16,64,5.91,222.0,4068.0,android,4.8,159,35298.0,8824.5,55.5
425,samsung,6,256,6.98,1270.0,4495.0,android,5.0,325,412750.0,103187.5,317.5
426,oneplus,8,128,7.35,724.0,5418.0,android,3.4,259,187516.0,46879.0,181.0
427,apple,4,256,6.56,928.0,4878.0,android,3.1,188,174464.0,43616.0,232.0
428,huawei,4,128,6.85,343.0,5699.0,android,3.6,135,46305.0,11576.25,85.75
429,huawei,4,128,7.01,867.0,5736.0,android,4.7,93,80631.0,20157.75,216.75
430,xiaomi,8,512,7.11,880.0,3733.0,ios,3.6,131,115280.0,28820.0,220.0
431,oneplus,8,256,5.99,1172.0,4950.0,ios,3.1,113,132436.0,33109.0,293.0
432,google,12,512,5.13,998.0,3091.0,android,3.1,427,426146.0,106536.5,249.5
433,samsung,6,128,6.0,284.0,5219.0,android,3.9,467,132628.0,33157.0,71.0
434,google,12,64,6.68,615.0,4627.0,android,4.9,392,241080.0,60270.0,153.75
435,oneplus,6,128,6.13,893.0,4215.0,ios,3.6,370,330410.0,82602.5,223.25
436,oneplus,8,512,6.87,681.0,4100.0,android,3.9,104,70824.0,17706.0,170.25
437,oneplus,8,256,5.89,655.0,4304.0,android,3.2,123,80565.0,20141.25,163.75
440,huawei,12,256,6.87,1335.0,5285.0,android,3.5,305,407175.0,101793.75,333.75
441,google,6,1024,6.36,1453.0,5924.0,android,3.6,471,684363.0,171090.75,363.25
442,oneplus,12,64,5.51,1319.0,5949.0,android,4.7,280,369320.0,92330.0,329.75
443,huawei,4,64,5.73,1149.0,3279.0,android,3.0,186,213714.0,53428.5,287.25
444,xiaomi,6,64,6.87,879.0,4042.0,android,4.3,400,351600.0,87900.0,219.75
445,oneplus,6,256,6.21,577.0,4618.0,android,3.8,450,259650.0,64912.5,144.25
446,google,16,256,5.54,1379.0,5787.0,android,3.6,404,557116.0,139279.0,344.75
447,apple,8,128,7.42,620.0,3370.0,android,4.3,161,99820.0,24955.0,155.0
448,oneplus,6,128,6.79,304.0,4800.0,android,4.7,357,108528.0,27132.0,76.0
449,apple,8,64,7.39,529.0,5917.0,android,4.1,195,103155.0,25788.75,132.25
450,huawei,12,1024,6.07,638.0,4703.0,ios,3.1,496,316448.0,79112.0,159.5
451,xiaomi,4,128,6.19,1355.0,5268.0,android,3.9,82,111110.0,27777.5,338.75
453,xiaomi,8,256,6.31,337.0,3303.0,android,4.1,136,45832.0,11458.0,84.25
454,oneplus,6,1024,6.77,1142.0,4348.0,android,4.3,380,433960.0,108490.0,285.5
455,apple,8,64,5.63,1042.0,4460.0,android,3.0,485,505370.0,126342.5,260.5
456,apple,6,128,6.12,469.0,5485.0,android,4.0,314,147266.0,36816.5,117.25
457,google,8,1024,5.31,595.0,4193.0,android,4.2,369,219555.0,54888.75,148.75
458,apple,6,1024,5.51,1112.0,5422.0,android,3.7,79,87848.0,21962.0,278.0
460,huawei,6,1024,5.1,649.0,5061.0,android,3.5,281,182369.0,45592.25,162.25
461,samsung,6,1024,7.44,1476.0,5790.0,android,3.6,438,646488.0,161622.0,369.0
462,oneplus,4,1024,5.61,1497.0,3668.0,ios,4.9,125,187125.0,46781.25,374.25
463,google,6,128,6.66,219.0,3499.0,android,3.7,496,108624.0,27156.0,54.75
464,samsung,4,64,7.1,438.0,4414.0,android,3.7,178,77964.0,19491.0,109.5
465,apple,16,1024,6.38,1493.0,4572.0,android,4.2,320,477760.0,119440.0,373.25
466,apple,4,1024,5.38,617.0,5612.0,android,4.9,138,85146.0,21286.5,154.25
467,samsung,12,128,6.82,1254.0,3529.0,android,5.0,471,590634.0,147658.5,313.5
468,apple,4,64,6.5,1327.0,5006.0,android,4.2,219,290613.0,72653.25,331.75
469,huawei,16,256,6.83,385.0,5539.0,ios,3.0,177,68145.0,17036.25,96.25
470,huawei,12,128,6.92,1351.0,4219.0,android,4.8,223,301273.0,75318.25,337.75
471,samsung,8,64,7.44,1433.0,3754.0,ios,4.1,486,696438.0,174109.5,358.25
472,google,8,1024,6.43,452.0,5347.0,android,3.7,75,33900.0,8475.0,113.0
474,samsung,4,64,6.62,911.0,5594.0,android,3.8,428,389908.0,97477.0,227.75
475,google,16,64,5.17,1359.0,3726.0,android,3.1,116,157644.0,39411.0,339.75
476,google,16,256,7.24,422.0,3730.0,android,4.6,487,205514.0,51378.5,105.5
477,huawei,6,64,5.3,202.0,3827.0,android,4.1,455,91910.0,22977.5,50.5
478,google,16,256,5.82,1459.0,5649.0,android,3.7,75,109425.0,27356.25,364.75
479,xiaomi,6,1024,7.04,1053.0,4331.0,android,3.5,132,138996.0,34749.0,263.25
480,oneplus,12,256,6.49,427.0,5046.0,ios,4.2,413,176351.0,44087.75,106.75
481,apple,4,1024,5.98,1112.0,5815.0,android,3.4,416,462592.0,115648.0,278.0
482,xiaomi,12,1024,6.18,698.0,3874.0,android,3.6,109,76082.0,19020.5,174.5
483,google,16,256,7.14,720.0,5984.0,android,4.3,88,63360.0,15840.0,180.0
484,huawei,12,128,5.85,901.0,5178.0,android,4.8,172,154972.0,38743.0,225.25
485,samsung,12,512,7.17,1116.0,5003.0,android,4.1,341,380556.0,95139.0,279.0
486,google,12,64,5.22,1362.0,4677.0,android,4.5,326,444012.0,111003.0,340.5
487,huawei,16,512,6.94,1499.0,3607.0,android,4.5,474,710526.0,177631.5,374.75
488,oneplus,12,64,7.12,490.0,5073.0,android,4.3,423,207270.0,51817.5,122.5
489,google,6,64,5.45,1276.0,4477.0,android,3.5,353,450428.0,112607.0,319.0
490,samsung,16,1024,6.08,1333.0,3634.0,android,4.7,331,441223.0,110305.75,333.25
491,huawei,12,64,5.41,914.0,4209.0,android,3.9,240,219360.0,54840.0,228.5
492,huawei,16,64,6.77,1147.0,3483.0,ios,3.1,341,391127.0,97781.75,286.75
493,huawei,8,256,6.34,847.0,5727.0,android,3.5,201,170247.0,42561.75,211.75
494,oneplus,6,512,6.59,1227.0,4074.0,android,4.5,433,531291.0,132822.75,306.75
496,oneplus,8,64,5.53,1069.0,5052.0,android,3.3,454,485326.0,121331.5,267.25
497,apple,8,1024,5.1,1270.0,3588.0,android,4.4,195,247650.0,61912.5,317.5
498,apple,16,256,5.81,293.0,5255.0,android,4.8,320,93760.0,23440.0,73.25
499,google,8,256,6.4,1139.0,5304.0,ios,4.3,384,437376.0,109344.0,284.75
500,oneplus,6,128,7.14,759.0,4228.0,android,3.4,183,138897.0,34724.25,189.75
502,huawei,4,1024,6.09,635.0,5058.0,ios,4.2,464,294640.0,73660.0,158.75
503,huawei,6,256,7.38,1051.0,3948.0,android,3.1,77,80927.0,20231.75,262.75
504,google,8,256,6.8,707.0,5055.0,android,4.2,185,130795.0,32698.75,176.75
505,apple,6,1024,7.33,1035.0,5983.0,android,3.5,462,478170.0,119542.5,258.75
506,apple,16,64,6.32,850.0,5079.0,android,4.8,454,385900.0,96475.0,212.5
507,huawei,4,128,5.65,404.0,5007.0,ios,4.0,425,171700.0,42925.0,101.0
508,google,8,256,5.13,580.0,5587.0,android,3.4,290,168200.0,42050.0,145.0
509,oneplus,4,128,6.82,1296.0,4741.0,android,4.7,393,509328.0,127332.0,324.0
511,oneplus,16,64,5.76,276.0,4251.0,android,3.6,493,136068.0,34017.0,69.0
512,apple,4,512,6.33,1015.0,5687.0,android,4.7,483,490245.0,122561.25,253.75
513,apple,12,512,6.41,967.0,4790.0,android,3.6,277,267859.0,66964.75,241.75
514,xiaomi,8,512,6.5,609.0,4498.0,android,3.8,336,204624.0,51156.0,152.25
515,apple,12,64,5.42,305.0,3206.0,android,3.7,352,107360.0,26840.0,76.25
516,samsung,4,64,5.95,750.0,4818.0,android,3.2,83,62250.0,15562.5,187.5
517,google,12,1024,6.54,1025.0,4780.0,android,3.1,51,52275.0,13068.75,256.25
518,google,12,128,7.42,1498.0,5604.0,ios,4.4,411,615678.0,153919.5,374.5
519,oneplus,4,128,6.82,287.0,5395.0,android,4.3,244,70028.0,17507.0,71.75
520,apple,16,1024,7.31,1080.0,3792.0,android,3.6,143,154440.0,38610.0,270.0
521,samsung,12,1024,6.91,1300.0,5281.0,android,3.6,377,490100.0,122525.0,325.0
523,xiaomi,16,1024,5.48,739.0,4005.0,ios,5.0,184,135976.0,33994.0,184.75
525,oneplus,12,128,6.56,777.0,3941.0,android,4.6,299,232323.0,58080.75,194.25
526,apple,12,1024,6.51,1181.0,4165.0,android,4.5,196,231476.0,57869.0,295.25
527,xiaomi,6,256,6.22,916.0,5223.0,android,3.6,395,361820.0,90455.0,229.0
528,oneplus,16,256,6.32,341.0,4677.0,android,3.1,397,135377.0,33844.25,85.25
529,samsung,12,256,5.84,1092.0,3448.0,android,3.3,303,330876.0,82719.0,273.0
530,samsung,16,256,6.3,1307.0,3591.0,android,4.7,448,585536.0,146384.0,326.75
532,xiaomi,8,256,7.01,551.0,5182.0,android,4.3,225,123975.0,30993.75,137.75
533,xiaomi,12,512,5.46,744.0,5903.0,android,3.3,174,129456.0,32364.0,186.0
534,google,16,512,5.21,1112.0,4406.0,android,4.3,300,333600.0,83400.0,278.0
535,oneplus,16,256,6.09,351.0,4480.0,ios,4.5,447,156897.0,39224.25,87.75
536,xiaomi,16,128,6.65,1381.0,5487.0,android,4.7,180,248580.0,62145.0,345.25
537,samsung,6,256,6.09,852.0,4079.0,android,3.0,99,84348.0,21087.0,213.0
538,samsung,8,256,5.69,1157.0,5744.0,android,4.4,142,164294.0,41073.5,289.25
539,apple,16,256,6.4,962.0,3418.0,android,3.0,429,412698.0,103174.5,240.5
540,xiaomi,16,128,5.87,823.0,3087.0,android,4.4,359,295457.0,73864.25,205.75
541,oneplus,6,64,7.33,855.0,5703.0,android,4.3,439,375345.0,93836.25,213.75
542,google,6,64,7.31,649.0,3214.0,android,3.3,482,312818.0,78204.5,162.25
543,google,16,512,6.26,920.0,4758.0,android,4.5,456,419520.0,104880.0,230.0
544,oneplus,4,512,5.82,1447.0,5599.0,android,3.1,269,389243.0,97310.75,361.75
545,huawei,16,128,6.84,242.0,4520.0,android,4.7,383,92686.0,23171.5,60.5
546,apple,16,1024,5.09,463.0,4717.0,android,3.5,383,177329.0,44332.25,115.75
547,google,6,64,6.19,1226.0,5550.0,android,4.4,69,84594.0,21148.5,306.5
549,apple,16,64,7.3,795.0,5292.0,android,3.7,140,111300.0,27825.0,198.75
550,xiaomi,16,128,5.03,1239.0,4501.0,android,4.0,493,610827.0,152706.75,309.75
551,samsung,16,128,6.38,1282.0,3308.0,android,3.9,404,517928.0,129482.0,320.5
552,apple,6,1024,6.85,1212.0,3230.0,android,3.3,222,269064.0,67266.0,303.0
553,google,16,1024,6.21,376.0,3154.0,ios,4.2,238,89488.0,22372.0,94.0
554,apple,16,128,5.21,262.0,4198.0,android,4.5,361,94582.0,23645.5,65.5
555,apple,12,512,7.43,1157.0,5895.0,android,4.8,51,59007.0,14751.75,289.25
556,apple,4,64,6.3,1202.0,3114.0,android,4.7,410,492820.0,123205.0,300.5
558,apple,4,1024,5.59,1469.0,3310.0,ios,4.4,217,318773.0,79693.25,367.25
559,xiaomi,12,256,6.21,1154.0,3992.0,android,4.6,417,481218.0,120304.5,288.5
561,oneplus,16,1024,5.19,1478.0,4041.0,android,3.2,462,682836.0,170709.0,369.5
562,apple,12,256,5.27,803.0,5831.0,android,3.9,414,332442.0,83110.5,200.75
563,google,16,512,7.09,805.0,3011.0,ios,4.7,117,94185.0,23546.25,201.25
565,google,12,512,5.49,1422.0,5279.0,android,4.4,243,345546.0,86386.5,355.5
566,xiaomi,6,1024,6.26,1494.0,5013.0,android,3.4,133,198702.0,49675.5,373.5
569,samsung,6,256,6.44,263.0,4376.0,android,4.3,256,67328.0,16832.0,65.75
572,samsung,16,512,5.13,448.0,3540.0,android,4.6,366,163968.0,40992.0,112.0
573,oneplus,12,128,7.09,1469.0,5517.0,android,4.9,219,321711.0,80427.75,367.25
574,apple,16,1024,5.29,1139.0,5860.0,android,3.6,178,202742.0,50685.5,284.75
575,google,6,1024,5.11,356.0,3076.0,ios,3.1,496,176576.0,44144.0,89.0
576,samsung,16,128,6.09,934.0,3023.0,android,3.7,151,141034.0,35258.5,233.5
578,samsung,16,128,5.66,1311.0,3675.0,android,3.4,356,466716.0,116679.0,327.75
579,xiaomi,4,1024,6.05,1289.0,5572.0,android,4.5,248,319672.0,79918.0,322.25
580,oneplus,4,1024,5.1,861.0,5394.0,ios,4.9,350,301350.0,75337.5,215.25
581,apple,4,256,6.12,1243.0,3171.0,android,3.2,126,156618.0,39154.5,310.75
582,samsung,4,256,6.44,232.0,4892.0,android,4.1,418,96976.0,24244.0,58.0
583,huawei,4,64,6.43,757.0,5759.0,android,3.5,370,280090.0,70022.5,189.25
585,oneplus,6,256,5.79,1024.0,4485.0,android,3.4,398,407552.0,101888.0,256.0
587,google,16,512,5.92,1278.0,5419.0,android,3.1,287,366786.0,91696.5,319.5
589,xiaomi,6,512,6.92,471.0,5524.0,ios,3.3,114,53694.0,13423.5,117.75
590,samsung,6,256,7.42,445.0,5429.0,android,3.5,481,214045.0,53511.25,111.25
592,samsung,12,128,7.16,827.0,3256.0,android,4.8,318,262986.0,65746.5,206.75
593,samsung,16,128,6.5,904.0,4779.0,ios,4.4,277,250408.0,62602.0,226.0
594,huawei,12,128,6.75,861.0,3673.0,android,4.7,250,215250.0,53812.5,215.25
595,oneplus,8,512,5.71,1354.0,5115.0,android,3.8,191,258614.0,64653.5,338.5
596,samsung,6,256,6.58,1325.0,5391.0,android,3.6,149,197425.0,49356.25,331.25
597,huawei,8,128,6.14,509.0,3672.0,ios,3.8,187,95183.0,23795.75,127.25
598,google,4,128,6.21,694.0,5438.0,android,3.0,217,150598.0,37649.5,173.5
599,xiaomi,4,64,6.89,537.0,4472.0,android,4.4,456,244872.0,61218.0,134.25
600,xiaomi,12,64,5.7,778.0,3258.0,android,3.7,148,115144.0,28786.0,194.5
601,samsung,16,256,5.8,209.0,3306.0,android,3.6,360,75240.0,18810.0,52.25
602,oneplus,8,256,7.31,248.0,4118.0,android,4.2,368,91264.0,22816.0,62.0
603,oneplus,16,1024,5.14,822.0,5997.0,android,3.9,376,309072.0,77268.0,205.5
604,google,12,64,6.21,930.0,3245.0,android,5.0,475,441750.0,110437.5,232.5
605,samsung,4,1024,7.28,994.0,5780.0,android,3.7,404,401576.0,100394.0,248.5
606,xiaomi,16,512,6.53,1170.0,4658.0,android,4.2,115,134550.0,33637.5,292.5
607,oneplus,16,1024,6.37,332.0,3186.0,ios,3.6,384,127488.0,31872.0,83.0
608,samsung,4,128,5.62,282.0,4797.0,android,5.0,378,106596.0,26649.0,70.5
609,oneplus,8,1024,5.86,256.0,3924.0,android,3.9,96,24576.0,6144.0,64.0
610,huawei,4,256,7.13,575.0,3784.0,ios,4.3,386,221950.0,55487.5,143.75
612,xiaomi,8,128,6.29,470.0,5455.0,android,4.5,280,131600.0,32900.0,117.5
613,apple,8,1024,5.25,310.0,4360.0,android,3.5,357,110670.0,27667.5,77.5
614,google,4,512,5.04,1068.0,3340.0,android,3.9,195,208260.0,52065.0,267.0
615,google,16,512,7.41,1086.0,3562.0,android,4.8,256,278016.0,69504.0,271.5
616,xiaomi,12,128,5.94,275.0,3650.0,android,4.9,195,53625.0,13406.25,68.75
617,oneplus,16,1024,6.51,1381.0,5999.0,android,3.8,201,277581.0,69395.25,345.25
618,samsung,6,512,5.2,528.0,4193.0,android,4.7,328,173184.0,43296.0,132.0
619,oneplus,12,512,6.71,321.0,3068.0,android,3.1,189,60669.0,15167.25,80.25
621,google,12,512,6.44,1390.0,5428.0,android,4.3,70,97300.0,24325.0,347.5
622,oneplus,8,64,5.32,1121.0,5104.0,android,4.0,303,339663.0,84915.75,280.25
623,google,8,1024,6.45,841.0,4300.0,android,4.8,113,95033.0,23758.25,210.25
624,samsung,12,1024,6.92,1246.0,5897.0,ios,4.7,267,332682.0,83170.5,311.5
625,google,8,1024,6.02,478.0,4122.0,android,3.6,121,57838.0,14459.5,119.5
626,google,8,256,7.2,962.0,3915.0,android,4.6,211,202982.0,50745.5,240.5
628,apple,16,512,7.25,208.0,3460.0,android,4.6,118,24544.0,6136.0,52.0
631,google,12,256,5.77,1122.0,3573.0,ios,4.4,295,330990.0,82747.5,280.5
632,xiaomi,4,1024,5.5,1275.0,3118.0,android,4.2,117,149175.0,37293.75,318.75
633,google,4,1024,7.27,1432.0,5596.0,android,4.2,452,647264.0,161816.0,358.0
634,xiaomi,4,128,6.9,1414.0,3645.0,android,3.6,433,612262.0,153065.5,353.5
635,xiaomi,6,128,6.69,1274.0,4478.0,android,3.5,156,198744.0,49686.0,318.5
636,apple,6,256,5.75,852.0,5073.0,android,4.5,158,134616.0,33654.0,213.0
637,oneplus,8,64,5.46,820.0,4513.0,android,3.5,377,309140.0,77285.0,205.0
638,samsung,4,1024,6.89,395.0,5031.0,android,3.9,152,60040.0,15010.0,98.75
639,apple,12,256,6.19,616.0,4031.0,android,4.4,190,117040.0,29260.0,154.0
640,apple,12,512,5.56,863.0,3968.0,android,3.2,114,98382.0,24595.5,215.75
642,samsung,4,256,5.1,1200.0,4539.0,android,4.2,248,297600.0,74400.0,300.0
643,google,4,1024,5.82,563.0,5580.0,android,4.4,417,234771.0,58692.75,140.75
644,huawei,6,256,6.17,601.0,5196.0,android,3.7,204,122604.0,30651.0,150.25
645,huawei,6,1024,5.37,805.0,4511.0,android,3.9,128,103040.0,25760.0,201.25
646,google,6,128,7.46,428.0,4048.0,android,3.7,485,207580.0,51895.0,107.0
647,apple,16,256,5.52,736.0,3654.0,android,4.6,431,317216.0,79304.0,184.0
648,samsung,12,1024,5.33,467.0,4954.0,android,3.3,299,139633.0,34908.25,116.75
651,apple,6,1024,6.06,505.0,3424.0,ios,4.8,353,178265.0,44566.25,126.25
652,apple,16,1024,6.41,1312.0,3292.0,ios,3.9,290,380480.0,95120.0,328.0
653,google,16,64,5.05,827.0,4208.0,android,3.7,137,113299.0,28324.75,206.75
654,google,12,256,5.09,888.0,5601.0,android,4.8,373,331224.0,82806.0,222.0
655,google,6,512,6.11,1237.0,3430.0,android,3.2,221,273377.0,68344.25,309.25
656,huawei,8,256,7.04,1480.0,5651.0,android,3.2,406,600880.0,150220.0,370.0
657,xiaomi,6,256,7.21,1432.0,3316.0,ios,3.6,66,94512.0,23628.0,358.0
658,google,4,1024,5.22,480.0,3397.0,android,4.9,272,130560.0,32640.0,120.0
659,samsung,6,256,6.35,642.0,4347.0,android,4.3,343,220206.0,55051.5,160.5
660,huawei,4,256,7.28,1036.0,4588.0,android,4.1,443,458948.0,114737.0,259.0
662,samsung,8,1024,7.07,816.0,5593.0,ios,3.8,268,218688.0,54672.0,204.0
663,samsung,12,256,5.33,346.0,5123.0,android,4.5,283,97918.0,24479.5,86.5
664,google,6,128,7.34,720.0,5912.0,android,3.8,439,316080.0,79020.0,180.0
665,oneplus,4,64,6.88,829.0,4943.0,ios,4.7,297,246213.0,61553.25,207.25
666,oneplus,6,512,7.35,633.0,3915.0,android,3.5,439,277887.0,69471.75,158.25
668,oneplus,12,128,5.91,488.0,5533.0,ios,4.0,64,31232.0,7808.0,122.0
670,google,12,256,5.69,456.0,4255.0,android,4.3,490,223440.0,55860.0,114.0
671,oneplus,8,1024,5.83,1430.0,5597.0,android,3.7,161,230230.0,57557.5,357.5
672,huawei,4,1024,6.75,1057.0,3975.0,android,3.5,233,246281.0,61570.25,264.25
673,xiaomi,16,1024,6.91,1142.0,4075.0,android,3.9,409,467078.0,116769.5,285.5
674,apple,8,128,7.32,1395.0,5989.0,ios,4.1,56,78120.0,19530.0,348.75
675,apple,6,256,5.51,663.0,5966.0,android,3.3,100,66300.0,16575.0,165.75
676,xiaomi,4,64,6.99,469.0,4244.0,android,4.1,363,170247.0,42561.75,117.25
678,xiaomi,4,1024,5.16,1375.0,4166.0,android,3.8,294,404250.0,101062.5,343.75
680,google,16,256,5.71,1406.0,3362.0,android,4.9,414,582084.0,145521.0,351.5
682,oneplus,16,128,7.46,273.0,5318.0,ios,3.5,459,125307.0,31326.75,68.25
684,apple,8,1024,6.79,696.0,3233.0,android,4.7,336,233856.0,58464.0,174.0
685,oneplus,8,256,7.44,1187.0,5622.0,ios,3.8,499,592313.0,148078.25,296.75
686,oneplus,4,64,5.94,779.0,4731.0,android,4.7,141,109839.0,27459.75,194.75
687,google,12,512,7.0,1109.0,3026.0,android,3.3,155,171895.0,42973.75,277.25
688,samsung,16,256,6.09,572.0,4494.0,ios,4.6,62,35464.0,8866.0,143.0
689,samsung,16,256,7.17,561.0,3092.0,android,4.1,195,109395.0,27348.75,140.25
690,xiaomi,6,128,5.45,292.0,5664.0,android,3.4,168,49056.0,12264.0,73.0
691,google,6,512,7.37,523.0,3308.0,android,3.8,252,131796.0,32949.0,130.75
692,oneplus,16,1024,5.55,583.0,3051.0,android,5.0,190,110770.0,27692.5,145.75
693,huawei,16,256,5.82,774.0,3318.0,android,4.6,164,126936.0,31734.0,193.5
694,samsung,12,1024,6.89,935.0,4992.0,android,4.2,201,187935.0,46983.75,233.75
695,oneplus,8,256,5.98,936.0,3180.0,android,3.2,106,99216.0,24804.0,234.0
696,samsung,6,1024,6.52,545.0,4592.0,android,3.8,431,234895.0,58723.75,136.25
697,samsung,8,512,6.11,1326.0,5922.0,android,3.5,206,273156.0,68289.0,331.5
698,samsung,12,128,6.86,1438.0,3646.0,android,3.1,489,703182.0,175795.5,359.5
699,huawei,16,512,5.57,1415.0,4961.0,ios,4.1,359,507985.0,126996.25,353.75
700,google,8,64,5.15,918.0,4283.0,android,4.8,182,167076.0,41769.0,229.5
702,apple,16,512,6.19,1219.0,5692.0,android,3.5,324,394956.0,98739.0,304.75
704,google,8,256,5.89,863.0,5024.0,android,4.9,126,108738.0,27184.5,215.75
705,google,8,256,6.0,799.0,5779.0,android,4.4,374,298826.0,74706.5,199.75
708,huawei,4,256,7.21,925.0,4525.0,android,4.6,87,80475.0,20118.75,231.25
709,google,16,128,5.38,1238.0,3989.0,android,3.3,367,454346.0,113586.5,309.5
711,oneplus,6,1024,6.66,610.0,4278.0,android,4.9,122,74420.0,18605.0,152.5
712,google,4,512,6.05,1155.0,3513.0,android,4.0,290,334950.0,83737.5,288.75
713,oneplus,12,1024,6.75,784.0,5029.0,android,3.2,473,370832.0,92708.0,196.0
714,xiaomi,16,64,6.03,1275.0,3241.0,ios,3.9,203,258825.0,64706.25,318.75
715,xiaomi,8,256,6.26,1251.0,5196.0,ios,4.4,286,357786.0,89446.5,312.75
716,oneplus,4,64,5.02,776.0,4733.0,android,5.0,430,333680.0,83420.0,194.0
717,samsung,12,64,6.73,1240.0,5804.0,android,3.6,54,66960.0,16740.0,310.0
718,apple,8,128,6.65,1452.0,5667.0,android,4.0,270,392040.0,98010.0,363.0
